cart,purchase,view,view_to_cart,cart_to_purchase
0.0,0.0,161.0,0.0,
0.0,0.0,304.0,0.0,
0.0,0.0,2.0,0.0,
0.0,0.0,20.0,0.0,
2.0,1.0,2363.0,0.0008463817181548879,0.5
0.0,0.0,14.0,0.0,
0.0,0.0,47.0,0.0,
0.0,0.0,31.0,0.0,
0.0,0.0,15.0,0.0,
0.0,0.0,3.0,0.0,
